# Dataset A, B, C
5.2395,   0.7890,   0.7347
4.9509,   -0.2616,   -3.1170
8.0542,   0.8015,   -2.8021
12.9870,   -6.5465,   3.2850
2.3008,   -3.6343,   4.3967
6.0121,   3.1479,   -0.7518
7.3034,   1.2813,   -1.2580
7.9761,   2.8672,   0.6829
2.6111,   2.2300,   1.1564
0.0801,   -0.1564,   2.0744
3.4775,   3.5509,   2.5599
6.2763,   6.2630,   -0.3522
3.0991,   -2.4140,   -2.0755
4.5399,   -0.3480,   0.1223
4.0121,   1.4554,   -0.8721
12.0254,   -3.0625,   1.9417
7.8486,   -0.8926,   4.7873
6.6968,   -0.1036,   -3.4510
7.8262,   -1.3103,   -2.6440
3.5337,   1.7220,   5.8972
9.2771,   3.4452,   -3.1248
5.3300,   -4.4540,   -2.8092
1.5314,   -0.8115,   -2.2539
3.5083,   -1.1595,   3.8276
1.0529,   -4.0664,   -3.4797
0.0911,   7.4548,   1.6146
4.9115,   -0.6906,   -1.0293
7.0420,   -4.2984,   0.2248
5.6740,   7.1720,   0.2428
12.4465,   3.9356,   -0.0675
5.2923,   -0.1198,   2.8845
6.3175,   -1.8601,   0.3760
6.4676,   -3.9892,   2.3440
4.7404,   2.6838,   -2.1086
3.3821,   -5.3393,   3.1522
7.7247,   -4.7131,   -1.9127
10.0884,   0.7309,   -1.3074
7.6133,   1.6499,   -3.6117
-1.0644,   -3.8397,   2.2629
7.7739,   4.3343,   -0.9447
4.4698,   -3.2355,   5.4887
4.5407,   -3.3676,   -0.7509
3.9651,   1.5945,   -1.0508
5.7556,   -5.7340,   5.9173
7.6231,   2.0860,   3.8554
5.3111,   -1.4684,   -2.3554
-0.1618,   3.1441,   5.2684
3.8530,   -7.1176,   0.5399
6.2120,   4.6150,   0.4659
5.8874,   -2.9493,   1.7963
0.1708,   4.2303,   -3.7559
0.5514,   -0.7064,   3.2157
7.5051,   -1.4926,   0.3421
4.1492,   4.4041,   -0.1644
5.3631,   2.9232,   -2.9835
6.9549,   6.1549,   3.2185
4.7150,   -1.0332,   -3.7560
8.8506,   -2.5758,   1.6382
4.8497,   0.6065,   0.9240
6.5144,   -4.4020,   -0.5410
4.9428,   3.2286,   4.9659
6.5076,   -0.3321,   1.2454
6.4889,   -7.4755,   -2.4486
1.8804,   -1.1728,   0.3320
5.1002,   -0.4621,   5.6449
2.3318,   -4.0385,   -2.8432
8.1549,   4.5808,   4.5645
1.1544,   -0.8553,   -1.4997
4.0768,   3.5162,   5.6405
4.2412,   2.2201,   2.3248
5.3519,   3.4623,   -3.3208
7.0705,   4.6588,   -2.8118
2.9231,   -2.8357,   4.4728
1.1995,   1.8677,   -2.8718
3.7145,   -2.3617,   -3.2407
2.7591,   -0.9715,   -0.7470
1.1019,   3.3495,   0.6482
3.1995,   -3.0367,   3.5235
3.0577,   0.3942,   2.5716
5.8923,   0.3950,   0.2840
0.1025,   2.3796,   2.1728
7.0855,   -3.3380,   3.8560
9.5808,   -0.3724,   3.4932
1.6490,   2.7929,   -3.0287
7.4473,   -0.9715,   -1.6463
7.9095,   -0.0303,   4.4530
6.9842,   -0.5068,   4.2275
8.9271,   -3.3256,   3.3329
3.2710,   -6.7458,   0.8274
7.9188,   -0.4613,   0.5838
7.4252,   -3.6083,   -0.3441
4.1553,   -0.4788,   -2.3476
9.3566,   5.0310,   -1.1217
3.9851,   -1.2857,   -0.5012
2.9404,   2.6540,   -0.0049
2.6708,   -2.3944,   -0.5316
2.3337,   0.5872,   4.6054
7.5617,   4.3196,   -3.5136
7.1303,   -7.5281,   1.6745
7.9937,   -1.6632,   -2.9773
4.2469,   -0.6599,   -2.5883
2.3048,   -1.5578,   -0.8758
5.6045,   -0.0685,   -2.6656
6.6110,   -3.3837,   -1.1088
5.1408,   0.1423,   1.7008
8.7713,   -2.3077,   1.0544
9.9084,   -1.8614,   5.6857
2.3585,   -1.3000,   1.0733
10.0722,   5.1104,   1.7093
3.2160,   -2.7294,   -0.9864
4.8876,   -1.5054,   0.8980
7.9879,   1.4150,   -2.7001
5.7642,   3.9087,   -1.3477
0.9474,   -2.3224,   -2.6645
3.7407,   2.1664,   2.3602
4.0247,   0.9472,   -1.9722
11.5079,   -0.9323,   1.4257
9.5417,   2.3937,   2.1652
8.0348,   -5.6577,   4.1957
5.4075,   5.2734,   4.4899
3.6700,   2.1042,   -3.4065
2.7040,   -0.3593,   3.3834
8.1588,   3.2631,   -3.5403
5.9660,   -2.3829,   2.7781
3.8898,   4.9568,   1.6360
0.4397,   1.9276,   -3.1356
0.5610,   2.7198,   -2.9069
7.5738,   4.4018,   4.9057
5.1230,   1.1152,   1.1892
2.6355,   4.9050,   0.9400
5.1361,   -3.5062,   1.6752
4.1294,   6.1655,   4.5180
4.0541,   -0.7096,   -3.3969
3.3811,   -3.7767,   4.4317
2.9331,   -4.8733,   5.0673
4.3804,   -0.7055,   -1.9868
0.7208,   5.6728,   -3.2084
-0.0967,   -3.9388,   2.2473
1.4280,   4.2048,   -0.4830
4.1655,   2.9445,   -1.4778
1.8293,   6.2068,   4.7623
0.5851,   -2.2268,   -2.9944
2.3149,   1.8656,   1.2668
2.6369,   1.1942,   -1.0294
5.2882,   3.8862,   0.4386
3.1915,   -0.1196,   -0.0362
3.6635,   -3.7392,   2.7923
4.3889,   3.1936,   -0.3251
6.5315,   2.5669,   0.4026
9.3534,   1.0408,   -1.6157
1.0615,   -1.3749,   1.8665
4.7731,   2.5440,   -0.8137
6.2267,   -1.9459,   -1.8741
2.9045,   -2.0299,   5.0750
5.0532,   3.9310,   -1.3425
-2.1586,   -2.1158,   5.9943
3.9435,   4.0407,   5.7963
6.9912,   2.8573,   2.6720
9.5300,   -1.0895,   -3.6407
1.5621,   2.3243,   -2.1003
2.4405,   -3.9882,   4.2445
3.6103,   1.1261,   2.7945
3.2248,   1.0845,   5.8397
6.6021,   1.5775,   2.1328
5.3109,   -2.3822,   0.6551
8.8688,   3.9098,   -3.1790
10.2628,   4.8231,   -3.0978
8.8898,   -2.0639,   -2.0144
1.9281,   2.2894,   5.4078
6.3160,   4.8733,   3.7829
3.8925,   -0.3232,   5.2220
4.6062,   0.6150,   5.9706
4.9535,   0.2553,   1.0097
6.7323,   2.0872,   4.8488
0.6129,   5.0476,   1.2645
1.8171,   0.8200,   -1.3562
5.4860,   -2.4470,   -0.6076
1.6822,   7.4363,   2.4965
6.9961,   -2.8777,   -3.5513
3.1868,   -2.1140,   4.8716
7.1802,   -0.2532,   0.0822
-0.7155,   0.1307,   4.3744
9.7184,   -2.4344,   4.8626
2.3737,   0.6132,   0.5210
0.8463,   6.3969,   -3.0874
2.2543,   4.6495,   -1.9629
4.1402,   -3.4644,   0.7660
3.1275,   0.2900,   4.7390
6.5012,   -2.9526,   -0.1746
5.2836,   -0.5639,   5.0851
5.6308,   2.5554,   3.5298
3.8610,   -1.7893,   1.4366
8.6391,   7.4505,   3.7171
2.2580,   0.1541,   -3.7178
5.9009,   -3.4989,   2.3901
6.1101,   0.0329,   -0.8996
2.9536,   1.9995,   3.8469
6.8867,   -1.3317,   -2.4039
4.0189,   -1.3969,   2.7640
6.5184,   -1.7933,   0.8955
6.0359,   0.2289,   5.0927
9.0928,   2.4106,   -2.1775
2.0196,   -2.5265,   5.9248
0.9752,   -2.8852,   4.9041
4.4745,   -1.4343,   0.2395
4.2282,   3.1152,   5.7760
7.9550,   -2.6220,   2.7166
2.4340,   1.2782,   2.5172
6.2005,   4.3702,   -1.7198
3.9051,   -5.1703,   -2.7185
5.8403,   3.2424,   -2.9181
14.2200,   -0.9953,   5.0973
5.7110,   0.1096,   5.9477
5.9815,   -4.5622,   -2.6496
5.6457,   1.8683,   -0.7569
4.2867,   2.7912,   3.1435
7.2273,   1.7449,   0.9277
8.9696,   -0.6104,   -3.8121
5.7646,   -5.2724,   0.5822
-0.5533,   3.1269,   4.6694
5.6496,   -0.6892,   0.1066
8.3661,   -1.5821,   1.9464
10.2376,   -1.2071,   3.0283
5.6573,   -0.2532,   4.1567
4.6189,   -1.4227,   -3.5403
5.3704,   3.4427,   2.8837
3.2992,   -0.5155,   4.2668
4.0640,   -0.7110,   5.3011
-0.1445,   -3.4470,   -1.5888
-1.6329,   0.2714,   5.7033
-1.4834,   0.5944,   1.3421
1.1152,   -0.1332,   -1.9399
6.7151,   -1.6891,   -2.1206
11.0588,   2.5688,   4.9795
0.7418,   0.3978,   4.1409
10.9564,   3.3139,   4.9051
7.4108,   -3.7453,   4.5434
4.4223,   4.0109,   3.9795
3.3707,   -2.5652,   1.7461
1.1198,   1.9247,   -3.9139
5.6101,   4.3914,   4.8586
1.6538,   0.9789,   -2.1943
3.0127,   -4.1458,   -3.1900
7.6258,   -1.8631,   -3.7499
9.6594,   0.3114,   1.5361
-2.8716,   -0.4334,   -3.8976
6.0186,   0.2595,   -1.5597
-0.1643,   -0.6142,   0.6403
9.1080,   1.5785,   5.7320
4.5498,   2.7836,   -0.4368
2.3820,   -1.3608,   3.6906
3.5885,   -4.0683,   -1.2537
5.3984,   5.3258,   5.5485
4.3426,   -3.0269,   3.2310
4.4388,   2.7819,   1.6713
10.2592,   3.9275,   0.0986
2.2159,   3.8839,   0.3703
0.5912,   -0.0990,   5.8472
4.2773,   -3.1936,   2.6872
7.5876,   2.9874,   -3.0197
3.1625,   3.9612,   -2.9650
6.0505,   1.5374,   4.8416
6.1792,   -1.6113,   1.8348
4.1563,   -0.3976,   -1.9524
1.2485,   3.7654,   1.2082
5.4925,   -3.6925,   0.9239
6.3707,   -4.5805,   -2.9089
10.3981,   -6.1925,   4.0113
6.8346,   2.3239,   -3.6224
-2.5577,   -2.6264,   0.5850
-0.1873,   -3.6712,   0.2313
10.6893,   -4.1850,   0.6559
-0.5875,   0.5264,   1.0413
6.2981,   -2.8729,   2.1496
5.3555,   0.3795,   -1.3306
5.2775,   1.2933,   -1.2864
6.9930,   -7.2342,   4.9448
4.8166,   5.2570,   3.4400
4.6871,   1.3808,   5.0722
3.4033,   3.2399,   -3.9851
8.3342,   5.0258,   -1.5793
2.8203,   0.6229,   -0.5749
4.7598,   1.5658,   -2.1474
8.2228,   -3.2385,   -3.5830
10.5742,   -3.3964,   3.9379
6.2965,   1.1496,   3.5119
4.7331,   5.8825,   1.9404
6.6224,   1.6038,   -0.3946
5.9230,   -5.6159,   -2.0221
1.6789,   3.9098,   4.4001
1.0143,   -3.6983,   -1.9573
4.8226,   -1.5510,   5.6807
4.0858,   1.6332,   4.9606
10.2833,   5.9695,   -2.7678
7.6804,   -4.0652,   -0.9950
4.4314,   1.4589,   5.8343
11.4413,   0.4858,   4.0843
3.4266,   -1.3272,   -3.4371
5.0755,   -2.0972,   -1.5474
3.7082,   -2.8926,   0.5466
3.7432,   -0.6556,   2.7727
4.8438,   1.4402,   1.5868
8.9694,   0.0188,   1.0169
5.5696,   0.3506,   4.4994
8.0583,   2.5082,   3.0715
8.9492,   2.5992,   4.4053
6.6420,   -0.4045,   -0.3900
4.5374,   1.1256,   -1.1725
2.2412,   -3.0201,   2.4998
8.3733,   -2.3936,   0.6116
6.3697,   -3.6607,   -1.8313
2.2580,   7.4037,   2.9246
6.3584,   0.9592,   -3.0217
2.7606,   2.8250,   0.3237
0.7868,   2.4079,   -1.4388
6.2048,   -1.8119,   -1.0614
4.7924,   1.9290,   0.1624
1.4467,   4.6311,   -0.9766
2.3862,   0.7035,   -2.6928
5.6289,   -5.4772,   1.0652
5.6470,   -1.2173,   5.0931
7.2182,   -4.3524,   0.3032
8.0053,   0.5013,   4.8501
6.8086,   2.3096,   -1.6438
7.2128,   -0.6454,   2.1195
0.8073,   0.5269,   1.6420
-0.5726,   -1.7005,   3.5778
6.5723,   1.3310,   4.6429
2.0850,   1.9217,   -1.1279
4.5790,   -1.5732,   1.8235
4.2787,   -2.9489,   -1.5930
2.0978,   3.0665,   -0.7810
7.1218,   1.1462,   1.0644
1.4847,   -2.9204,   2.4856
-2.0883,   1.0830,   -1.3830
6.2166,   0.2738,   -0.9062
7.9487,   1.3144,   3.6763
7.5818,   -1.7798,   -3.4907
7.5318,   -0.0901,   -0.8010
7.5333,   1.1408,   -2.0301
1.1178,   -5.5211,   3.6693
3.0449,   1.0265,   -0.0372
3.4643,   0.5906,   2.3512
8.6419,   0.4297,   1.7051
4.1478,   1.5146,   -3.4761
3.4702,   5.5525,   -2.6011
2.2198,   -2.2429,   -0.8173
6.5566,   2.4827,   1.6419
4.9481,   1.4523,   -0.8377
4.2030,   -1.4623,   -1.3779
-0.7707,   3.8601,   5.2645
4.9899,   -3.7991,   -2.3240
3.7986,   -1.0444,   1.2572
1.1765,   -0.6129,   0.0135
6.3612,   -4.2024,   -1.7036
3.8369,   -4.5018,   0.3681
0.6883,   2.8797,   -2.6082
9.0937,   3.6345,   -1.5219
7.0592,   3.9601,   -1.1414
6.9126,   -0.7386,   -3.7974
5.0944,   2.4170,   0.4665
7.5559,   -0.2801,   3.7469
0.1027,   2.8931,   -1.0357
6.8850,   3.7831,   -1.3591
3.2581,   1.8914,   5.2842
3.7390,   2.1050,   -2.9647
7.7174,   -0.1195,   -0.5589
5.4513,   -0.5078,   2.6019
1.3769,   -0.5342,   4.7518
6.8176,   -0.3198,   0.9043
4.7094,   -5.6346,   5.4937
10.7894,   0.9993,   -3.3943
4.1858,   3.7461,   3.0779
0.5930,   -2.9873,   1.8554
6.8623,   2.5194,   4.6791
8.1134,   -5.8221,   3.0790
0.9999,   -3.0322,   -1.8070
3.4031,   -0.5846,   -2.4324
6.0412,   -2.0710,   -2.6826
3.4784,   2.6520,   0.9530
6.4092,   -1.7764,   5.8409
3.3415,   -3.8234,   0.6753
2.6596,   -1.5042,   -3.8006
1.5698,   3.3651,   -2.2303
2.1106,   -4.4557,   1.9188
0.8616,   0.3176,   3.8531
5.4493,   4.0049,   1.7289
-1.0109,   4.4955,   2.6655
9.8933,   -1.5126,   5.1569
6.8649,   -2.2485,   4.1834
8.6551,   1.6124,   0.0352
6.2502,   2.2220,   -2.4880
5.7731,   5.1483,   4.9282
4.2328,   -0.2104,   0.0776
5.8095,   6.1833,   -2.0559
3.3448,   1.0683,   -3.4167
2.9195,   4.4403,   3.4289
6.0357,   0.6062,   5.1771
7.6615,   2.2892,   0.5608
6.5055,   -2.6430,   3.0713
8.0919,   3.2935,   -3.7852
9.3643,   -1.1959,   2.7756
1.4768,   0.1423,   0.3816
5.3585,   -0.0224,   -3.9907
6.8925,   1.3104,   -2.0291
5.2931,   5.7752,   5.1142
5.0541,   5.5489,   0.1564
3.1450,   -0.1240,   4.9212
4.4312,   -0.0100,   4.7936
5.1357,   -1.9970,   -1.2511
2.8150,   -0.8646,   2.4138
8.3055,   2.3489,   5.2209
3.8774,   -1.8315,   -3.7336
5.4952,   5.1896,   0.0565
6.8643,   0.6643,   -2.8938
0.8919,   6.2997,   -1.7987
11.1190,   -0.0166,   -3.4781
5.2267,   -3.6037,   -0.0068
5.3729,   2.0697,   0.2452
8.9879,   -3.2334,   4.3633
11.0174,   1.6837,   1.8574
0.4143,   -1.7841,   2.4707
4.1484,   -8.4959,   -1.8239
4.8538,   -3.2607,   5.5241
1.7651,   -0.5000,   -2.2853
12.5143,   -6.2566,   -2.2891
10.9774,   -5.3092,   1.1711
1.1499,   -1.6785,   -0.3056
6.5869,   1.7959,   2.9601
4.5968,   1.0981,   -0.8935
3.7494,   3.3210,   -3.2036
3.6515,   0.5278,   0.9961
1.7206,   -1.9858,   0.1893
9.6924,   2.4032,   -3.1015
4.7362,   0.5482,   -3.2466
2.6886,   -4.3616,   2.9262
1.0767,   -0.9087,   -2.2619
4.0711,   -1.7445,   4.3904
6.2997,   -2.1470,   4.5427
4.7570,   1.5451,   4.8852
3.3412,   -3.1723,   4.2427
5.3504,   -1.1472,   1.8159
5.1478,   0.6838,   4.0680
6.1764,   -3.5338,   4.3007
10.0818,   -1.0978,   -0.5759
2.2917,   2.4049,   0.2881
5.3340,   0.5780,   5.4792
8.6418,   4.1546,   -1.8875
7.2309,   2.8930,   -0.7132
5.3422,   1.0742,   4.6525
3.2060,   -0.0773,   -2.8653
7.1227,   -7.6278,   3.3953
4.7188,   0.5894,   -3.3078
7.3343,   3.8614,   3.2128
6.3900,   -4.1158,   3.7992
9.8778,   0.9278,   4.8933
3.9354,   -0.1118,   4.8153
1.0664,   -1.8049,   3.3327
2.6447,   -3.2067,   1.4152
7.3083,   -0.1320,   -3.3834
-2.0563,   1.0005,   -2.8326
5.0603,   -0.0965,   1.5766
8.8618,   2.7850,   -0.0363
0.1337,   0.8601,   3.1271
7.5706,   -4.3253,   2.2571
5.1215,   0.4728,   -2.2855
4.3790,   1.0394,   -0.2198
8.4295,   -0.4632,   -0.2882
-2.3526,   -3.2906,   0.1039
4.5025,   -1.9407,   -0.7999
5.4935,   -0.2571,   2.6186
4.2430,   6.6363,   -3.5759
6.7997,   -0.6987,   -2.3549
9.4164,   -0.4993,   -3.8398
5.1437,   -0.2631,   -1.6298
6.2845,   -1.7110,   4.6565
6.6175,   1.6450,   2.5002
7.2991,   -5.4062,   -1.3709
0.7426,   0.2583,   1.7143
11.2930,   2.7246,   -0.0571
6.8331,   5.3891,   -1.5812
6.2606,   -4.6834,   -3.2489
7.6330,   -3.5858,   3.6024
3.0761,   -1.6370,   2.6886
5.0863,   -2.2148,   -2.8850
6.1393,   2.4982,   -1.6400
2.0442,   0.4828,   1.4961
3.6485,   2.2455,   2.9242
1.1354,   -1.8045,   -2.0268
5.5931,   -5.8890,   5.0390
7.8779,   3.9876,   5.0158
2.0524,   -0.1560,   5.6764
8.2097,   1.3187,   -0.8346
-0.7330,   1.2875,   3.5781
1.2651,   3.3458,   3.3713
10.4335,   -2.8478,   3.1904
5.4538,   -2.4120,   4.8608
3.3996,   0.6278,   0.2746
3.9096,   -3.2993,   -1.1054
2.2807,   -5.1478,   2.8064
8.6609,   3.2058,   3.9354
3.4174,   0.8917,   -0.8326
8.5064,   -2.0003,   1.7044
2.2686,   2.9312,   1.6707
5.8233,   5.9487,   -2.3880
7.0884,   3.0845,   3.8621
11.2687,   -1.1776,   -0.3661
4.0278,   0.1740,   -2.5766
4.7053,   -4.3634,   4.4959
7.2755,   -1.9682,   5.9097
6.9800,   4.9202,   3.5059
5.4347,   -5.3657,   -1.9330
5.2238,   -0.9029,   5.0832
1.7627,   -3.7558,   4.4331
4.7626,   -2.6662,   2.2355
4.7520,   -0.5023,   4.0556
6.8260,   2.0453,   1.3942
6.0203,   2.1742,   5.6287
3.7952,   -4.3992,   0.4295
9.9549,   -4.6791,   4.0437
1.4469,   0.1414,   3.0327
1.7225,   -2.4160,   -2.4592
4.8758,   -0.0080,   2.4449
7.7187,   0.3476,   -0.4688
7.5928,   3.8040,   4.7470
6.4112,   1.3841,   0.2442
8.2087,   -7.9956,   -3.5352
4.0330,   0.4360,   -2.5437
12.3911,   -1.2835,   -0.9039
5.5992,   -2.8308,   1.8592
2.9741,   -4.5290,   -3.9991
7.7256,   2.4700,   -0.4524
8.2965,   -1.8309,   3.5145
2.4292,   -0.3867,   -2.0133
11.2440,   1.3130,   0.9997
10.9892,   -1.9532,   -2.7219
1.5972,   -0.2356,   -0.2305
5.3714,   -4.5483,   4.3271
3.2285,   0.2023,   -2.3771
6.2009,   1.9573,   4.7904
7.3144,   -2.7643,   2.9039
6.0119,   -0.0484,   -0.8394
1.4848,   1.1561,   4.9907
3.9968,   4.5595,   -3.5049
2.6791,   2.2005,   1.8532
6.4251,   5.7102,   4.6515
2.8575,   3.0205,   -0.5684
8.6657,   0.8360,   4.9085
5.3542,   -3.6023,   -3.2200
0.4127,   0.0587,   -3.2317
4.4359,   -1.3697,   0.4980
3.2182,   0.6805,   0.8922
6.8087,   -1.6171,   -3.9300
1.5484,   5.3274,   5.0088
4.1966,   -2.0907,   0.0235
2.7703,   6.4319,   -3.0813
-1.7615,   -1.7840,   -0.6431
5.0589,   1.4859,   2.2458
4.4870,   -5.8465,   2.1677
8.8632,   1.6160,   1.7896
3.4636,   -4.9875,   0.9104
4.1655,   3.2744,   -0.5861
3.7038,   -4.5114,   4.2721
-0.3752,   -0.3296,   0.0235
-1.3795,   3.7557,   2.1836
6.1335,   -8.5338,   -1.9841
2.2859,   0.4966,   0.9901
1.3568,   -0.4563,   3.3153
6.2619,   0.2895,   0.5585
4.5395,   -0.7822,   -0.5013
5.5711,   -2.0502,   2.0069
5.7523,   3.7982,   3.3936
-0.5641,   -4.8275,   4.7750
7.3562,   5.2759,   -3.2635
-2.3511,   2.0309,   4.8465
0.3042,   -4.8464,   0.3162
4.0692,   -2.9628,   1.1989
4.8698,   1.1147,   4.8047
3.3200,   0.7493,   5.1160
8.8994,   0.7772,   0.2218
8.1291,   -0.8681,   -1.1702
9.4744,   5.8745,   -2.0868
8.4859,   -1.4489,   0.7145
6.9011,   -0.8887,   -0.8403
0.3098,   -1.3651,   5.3134
6.1086,   -0.1512,   -1.1374
0.3593,   -3.9679,   0.2669
1.3289,   3.0524,   2.6773
1.5425,   4.6113,   3.2422
5.3657,   2.9362,   -3.0308
2.3038,   2.4414,   4.0843
10.0678,   -3.6633,   1.6066
6.2201,   1.3596,   -2.2343
4.5154,   -0.7906,   3.7973
2.3145,   2.0944,   1.1740
3.0099,   -0.2018,   1.2009
5.2244,   4.9770,   -2.2392
2.2753,   0.6330,   -1.5325
5.4952,   2.9067,   0.2291
5.4642,   0.3065,   3.2058
0.2449,   -2.2919,   4.8761
3.7756,   -0.4686,   2.0017
1.5565,   3.1233,   1.6104
4.7055,   -2.3522,   1.8998
7.3414,   -2.1139,   3.6926
6.9899,   0.1045,   -2.6990
6.9889,   3.0610,   2.7119
3.0336,   -1.1172,   -2.5524
7.2738,   0.0529,   2.9631
0.8268,   3.1961,   1.9166
2.6070,   -2.5111,   -3.8027
7.6737,   1.0817,   -2.4355
9.2228,   -0.8127,   2.8221
9.4662,   4.4141,   -2.8298
-0.0196,   -3.0287,   -2.4338
6.9425,   -1.0334,   5.0507
-1.4747,   -0.1001,   -0.9778
2.0947,   0.1454,   0.1379
7.3279,   -1.2913,   5.8347
2.7149,   -2.8247,   4.0257
3.8887,   -2.5142,   -1.0460
8.7191,   -2.0824,   4.0279
8.2620,   -1.8494,   -3.9363
10.0687,   -3.8344,   3.7658
3.9884,   -1.2826,   -3.5786
1.9317,   3.0082,   3.1436
8.7961,   -2.7222,   3.8828
5.4072,   2.8891,   0.0642
2.5013,   1.8606,   1.9417
-0.8084,   -2.7473,   -2.4465
4.5122,   -3.3997,   -2.5046
6.6720,   -2.2243,   1.4743
2.2209,   -1.0264,   -0.5704
1.8714,   -3.0967,   4.2494
1.0454,   2.6795,   0.3758
-4.4355,   3.7819,   2.1025
3.9031,   5.7999,   2.9877
4.2503,   -3.4619,   -2.1163
9.9382,   0.7349,   5.2490
7.0532,   -0.8515,   -3.9839
5.8463,   -1.3738,   -3.4218
6.7828,   -4.2294,   2.0470
4.3105,   4.6468,   -2.6870
4.4439,   -0.8778,   3.8088
3.9682,   -0.2414,   -3.1458
5.4513,   -2.6017,   3.5200
11.1202,   1.4887,   5.0791
6.3027,   3.4206,   -2.0584
3.3449,   -3.2234,   1.4231
5.7221,   -0.3520,   1.6071
7.8706,   1.1659,   -3.2722
3.4923,   1.7191,   -2.8336
5.5956,   3.1847,   0.0437
3.4354,   0.6823,   0.7720
11.3693,   -4.0075,   5.9577
4.5255,   -2.3417,   -3.3315
-1.6662,   4.3435,   5.4062
5.7427,   3.5217,   2.2425
4.0802,   -1.3269,   4.1644
11.1284,   0.2859,   -2.6649
0.6594,   3.1138,   1.2896
3.9436,   -1.8076,   3.9755
1.9301,   -2.5135,   -2.5287
9.1211,   1.0658,   0.7673
6.8857,   -2.9531,   -0.9989
7.0108,   1.3031,   2.9794
10.2543,   1.3859,   1.9410
5.9425,   -1.3584,   2.2650
5.1273,   4.9313,   -3.9955
5.1882,   -0.3213,   -3.9740
-0.3615,   -1.4539,   -2.9371
7.4164,   -1.7539,   5.2440
9.8988,   2.8510,   -3.0523
8.6795,   2.8393,   -3.9933
4.6268,   -3.1299,   -3.8082
7.1496,   -3.4449,   2.5331
6.5436,   0.3043,   3.5754
5.6768,   -4.8414,   3.7046
3.4125,   3.1935,   3.2807
8.9768,   0.3934,   -3.2697
6.0376,   3.9220,   1.8581
6.9353,   -3.8598,   0.7533
7.0683,   -5.8004,   5.9303
12.8180,   -1.6930,   -0.8530
5.0703,   0.7971,   -0.7759
-2.3648,   -1.2789,   3.2456
3.1247,   -1.3968,   0.0850
7.2617,   -2.6656,   2.7609
2.1954,   -1.2548,   -0.3900
4.4869,   -1.9141,   -2.3340
2.8212,   3.8350,   4.7469
3.3126,   -1.8091,   2.7113
6.8979,   -1.8089,   1.6189
2.0970,   0.2597,   1.6615
4.1703,   2.1074,   -0.0451
8.5868,   1.4080,   -1.5716
3.4126,   1.9395,   -2.4991
4.8136,   2.2340,   5.3976
4.4588,   -2.2189,   5.0489
10.5910,   -2.2746,   -1.6741
7.6036,   1.1710,   4.2017
3.5541,   -7.4279,   -3.8485
8.9794,   0.7370,   0.1176
1.5977,   2.7867,   -2.1252
3.6498,   4.1211,   -3.5671
5.3060,   3.1539,   5.8938
7.9800,   6.1364,   3.2805
2.1865,   0.6188,   -2.7148
3.6870,   -7.8886,   -1.7281
6.5102,   -2.1356,   -1.3608
6.0432,   1.4715,   3.2721
4.6776,   -2.6895,   -3.8729
6.7584,   3.2208,   3.8982
7.1328,   -3.9432,   4.8147
4.9367,   0.6268,   -0.2412
6.2828,   3.9969,   4.2959
9.0521,   -0.7089,   2.2479
6.6240,   1.3062,   1.4942
1.9541,   0.3172,   -2.6443
1.2449,   -1.7899,   1.2349
3.5746,   0.6979,   -2.5924
8.3492,   0.7915,   3.5883
8.8750,   7.0293,   0.5570
1.6855,   -0.8111,   -0.6692
9.1802,   5.4486,   4.0762
9.2483,   0.9178,   5.3845
5.5713,   -4.2589,   1.5366
10.5843,   3.2871,   -2.1910
6.6989,   1.7265,   -2.9784
10.2157,   -2.4251,   0.7676
4.0361,   -4.2713,   -2.5729
1.6508,   -2.4683,   4.5910
3.7600,   2.4812,   5.2385
1.8202,   -0.2788,   -1.3520
8.2181,   -1.7089,   3.4896
4.8628,   -4.1670,   2.0378
10.1228,   -3.0738,   2.6082
7.1505,   1.9364,   3.1223
2.9743,   3.1089,   -1.2425
5.6716,   5.5462,   5.6219
2.8350,   3.9359,   0.8674
-1.5470,   2.1384,   3.7572
5.3658,   -0.8698,   4.0310
4.3362,   2.2263,   1.3980
6.8060,   0.0628,   2.0925
0.9095,   0.7349,   -3.3963
10.3607,   6.4805,   -2.1251
0.2207,   -0.6588,   2.0684
2.1600,   -2.4064,   1.0480
4.1628,   2.3207,   4.6235
3.3098,   1.8740,   5.3054
8.3632,   -3.5162,   -2.4432
0.7228,   -1.2948,   3.1241
0.7845,   0.5670,   4.1580
4.2600,   -0.4955,   2.8854
1.6656,   -0.7626,   0.8746
6.4084,   -0.8160,   -1.3795
4.4622,   0.4045,   -2.5364
9.3460,   -0.6305,   5.0724
9.0519,   -3.1713,   -0.0606
5.2132,   -4.6378,   1.7790
9.2612,   0.3412,   -0.7755
5.3457,   4.2084,   2.7634
5.8588,   -0.4801,   5.8131
2.5712,   1.7547,   -2.6305
4.5075,   -2.6547,   -2.7316
5.9585,   -3.3767,   1.4633
8.5408,   1.0607,   2.3793
3.0687,   4.2158,   5.4038
9.9053,   -2.3712,   -2.1963
-0.1847,   -3.2474,   -2.6739
9.5440,   1.0370,   3.5993
3.4245,   -1.4851,   -3.4571
4.9118,   -1.1316,   -2.3150
